id	A9_rpkm	A10_rpkm	A11_rpkm	A12_rpkm	A13_rpkm	A14_rpkm	A15_rpkm	A16_rpkm	A17_rpkm
KTN1	4.49228	4.42232	4.71611	4.69392	4.92935	4.47817	4.56046	4.36423	4.66831
GHITM	4.82412	4.75626	4.68326	4.53083	3.71348	4.6454	4.59284	4.9106	4.56394
MRLC2	4.6855	4.79259	4.59485	4.77559	4.1399	4.78462	4.66671	4.79459	4.57842
TUBB4	4.6205	4.30935	4.87968	4.9106	4.29362	4.81799	4.8139	4.42755	4.79058
NDUFA4	5.0221	5.25449	4.65922	4.79459	3.6481	4.85533	4.33442	4.57842	4.1724
SF3B1	4.63279	4.55094	4.6205	4.7227	4.63279	4.56527	4.61861	4.50116	4.58327
ATP6V1B2	4.89809	5.01474	4.67386	4.44071	3.20177	4.56714	4.55313	4.88993	4.32384
PPP2R1A	4.62247	4.72538	4.57751	4.58327	4.10083	4.74835	4.74835	4.92639	4.66245
ATP2B1	4.80604	4.79459	4.6855	4.52726	3.58025	4.56951	4.48676	4.9133	4.46839
DDX24	4.76781	4.81646	4.58327	4.52173	3.95617	4.58705	4.60016	4.84961	4.42755
RAB2A	4.87373	4.82412	4.66671	4.73166	3.91771	4.75626	4.63844	4.72075	4.47652
PPP3R1	4.68116	4.80903	4.76078	4.64112	3.86687	4.79058	4.58569	4.75809	4.53535
PON2	4.56527	4.71611	4.53281	4.86484	4.8453	4.5759	4.79058	4.32502	4.77027
PAK1	4.87016	4.8453	4.56714	4.47993	3.55238	4.63279	4.59625	4.86748	4.36136
GJA1	4.40444	4.56394	4.64719	4.77027	5.06318	4.40054	4.72075	4.36003	5.05272
RPL19	4.6454	4.63844	4.65632	4.82995	4.8139	4.76562	4.62714	4.42453	4.511
PRKAR1A	4.82743	4.81799	4.57281	4.50473	3.95121	4.67592	4.63732	4.74835	4.52726
EXOC6B	4.58327	4.5759	4.55094	4.73709	4.68116	4.66371	4.58327	4.43851	4.43048
ATP6V1A	4.94123	4.92935	4.66245	4.53648	3.23069	4.61637	4.55536	4.87968	4.3967
DNAJC6	4.85912	4.77333	4.69392	4.64719	4.26599	4.68116	4.53648	4.7227	4.5079
CTSD	4.47293	4.53392	4.6454	4.60743	4.62518	4.56394	4.87212	4.64916	4.78462
ATP5H	4.86748	4.88993	4.72936	4.47293	3.88288	4.68326	4.57281	4.60743	4.38556
CLASP2	4.81114	4.66671	4.67592	4.73425	4.28321	4.71611	4.64302	4.57751	4.62518
APLP2	4.6529	4.6895	4.63554	4.48253	4.22063	4.70916	4.62867	4.73166	4.50116
PLD3	4.5746	4.62395	4.52296	4.50293	4.01946	4.58569	4.75809	4.81114	4.71177
RAPGEF5	4.72075	4.60016	4.97404	4.55431	4.44071	4.48253	4.5079	4.51424	4.66371
QKI	4.72538	4.49228	4.70541	4.86142	4.53281	4.76781	4.80334	4.31133	4.88993
GSTP1	4.55884	4.44467	4.511	4.60414	4.87968	4.64112	4.82173	4.61481	4.64916
GRIN1	4.18489	4.24526	4.55431	4.47071	4.4109	4.52456	4.53535	4.70393	4.8453
EIF3K	4.67386	4.73425	4.60194	4.55094	4.24983	4.60414	4.66371	4.58172	4.56714
CSRP1	4.45117	4.46386	4.66515	4.83606	4.68718	4.6093	4.92935	4.27019	4.97611
FIS1	4.6297	4.48849	4.47293	4.65087	4.57054	4.55094	4.88724	4.48926	4.5981
RPS8	4.69392	4.60743	4.58022	4.63844	4.55884	4.69392	4.46507	4.56714	4.59089
SNAP91	4.66371	4.70541	4.81646	4.51424	3.91839	4.72538	4.46839	4.74566	4.52173
ANXA5	4.40316	4.42755	4.49574	4.72797	4.82173	4.66245	4.73709	4.34192	4.69614
HSPH1	4.55431	4.43173	4.95416	4.32746	4.78462	4.33848	4.21105	4.71611	4.47293
CTNNB1	4.5981	4.65431	4.53535	4.65632	4.30165	4.53281	4.72936	4.75626	4.60194
DBNDD2	4.79259	4.50925	4.87016	4.82173	4.63732	4.83606	4.70729	4.0226	4.61287
6-Mar	4.78135	4.86484	4.62714	4.62518	4.19108	4.56183	4.48849	4.69614	4.44982
GPX4	4.56394	4.48779	4.69095	4.57751	4.54157	4.55711	4.5746	4.58569	4.55094
KIF1B	4.64719	4.66515	4.65087	4.58988	4.48343	4.6205	4.58022	4.5079	4.61481
NAP1L1	4.71611	4.70393	4.67795	4.57281	4.72075	4.63102	4.36641	4.43048	4.35262
MEF2C	4.65431	4.79738	4.51876	4.49228	3.69449	4.54288	4.48926	4.77959	4.3891
GLS	4.80903	4.77027	4.78135	4.44617	3.60379	4.61481	4.47071	4.8453	4.43557
PGK1	4.66515	4.82173	4.60414	4.37841	3.74633	4.51993	4.48779	4.79738	4.39567
COX7A2	4.9211	4.74566	4.58988	4.59485	3.48466	4.75131	4.51424	4.67137	4.21752
SOD2	4.52911	4.49699	4.40316	4.52911	4.21022	4.62518	4.3823	4.81646	4.41393
PCMT1	4.85533	4.76781	4.63732	4.46632	3.38985	4.60583	4.53392	4.77333	4.39334
PCDH9	4.53807	4.34609	4.6297	4.64302	4.6454	4.59485	4.54731	4.48343	4.6205
PXK	4.56046	4.32042	4.73709	4.68326	4.61861	4.39117	4.43557	3.87552	4.49699
NDUFB9	4.64112	4.55313	4.56527	4.54948	4.07779	4.77959	4.67386	4.65922	4.50293
XRCC5	4.75626	4.74835	4.51993	4.56394	4.01836	4.71177	4.58988	4.70729	4.42922
CFL1	4.41507	4.42097	4.50473	4.50925	4.01483	4.60194	4.69857	4.6895	4.63554
YWHAB	4.68718	4.69614	4.62867	4.47167	3.65517	4.48343	4.51876	4.82173	4.45958
SH3GL2	4.76078	4.60194	4.8419	4.38656	3.36182	4.54731	4.38841	4.85912	4.56183
PIP4K2A	4.70393	4.32973	4.83305	4.93211	4.69095	4.75809	4.65087	4.13608	4.45444
PFN2	4.78758	4.78135	4.5079	4.41393	3.74888	4.62247	4.50925	4.78758	4.32878
4-Sep	4.55094	4.15494	4.36641	4.81114	4.6529	4.76406	4.76078	4.10083	4.55313
SYN1	4.43965	4.60583	4.73425	4.48118	3.97022	4.64916	4.63102	4.71177	4.53934
NDUFB2	4.47817	4.39901	4.62518	4.48676	3.82451	4.53648	4.65922	4.65431	4.51307
RGS4	4.9106	4.82995	4.43173	4.19589	2.85045	4.44211	4.31499	4.82995	4.14552
3-Sep	4.54533	4.54731	4.67137	4.3967	4.4071	4.46632	4.41843	4.68326	4.52296
PHYHIP	4.39567	4.42922	4.42343	4.32384	4.11843	4.65087	4.65632	4.83305	4.55711
SEPP1	4.78462	4.17973	5.09132	4.57054	4.82995	4.46507	4.52592	4.08229	4.87657
MYL6	4.37322	4.40444	4.55884	4.64916	4.45174	4.55431	4.48553	4.52592	4.36866
DYNC1LI2	4.42755	4.35639	4.61861	4.65922	4.9702	4.34807	4.47523	4.33249	4.56951
RPL15	4.73166	4.81114	4.43048	4.52592	4.01002	4.6855	4.60414	4.63732	4.40587
STMN3	4.47523	4.43295	4.33997	4.41202	4.02001	4.62395	4.70112	4.70112	4.59625
HNRNPA2B1	4.32384	4.33249	4.64916	4.60016	4.83606	4.4109	4.36213	4.19531	4.57054
WBP2	4.54023	4.65922	4.46632	4.45444	4.31704	4.63844	4.79259	4.72797	4.53281
CD81	4.20801	4.24003	4.50116	4.71844	4.8419	4.61861	4.69095	4.55094	4.73709
PRDX5	4.511	4.36003	4.63844	4.39117	4.16002	4.43449	4.55884	4.70541	4.43173
SOX2OT	4.81646	4.5981	4.61637	4.80604	4.3711	4.8419	4.88993	4.2122	4.67386
PTMA	4.63102	4.31499	4.48343	4.7415	4.69857	4.60016	4.54157	4.1751	4.42453
BASP1	4.33524	4.34078	4.45958	4.42232	4.16645	4.48926	4.61481	4.66245	4.65431
MYO5A	4.62395	4.57054	4.60583	4.40316	4.13403	4.45174	4.32277	4.71844	4.46632
ATP6V0A1	4.61861	4.57751	4.61152	4.3903	4.26148	4.43557	4.44211	4.63554	4.31022
SCARNA21	4.34807	4.45541	4.45117	4.71415	4.17805	4.45301	4.60583	4.3967	4.288
PINK1	4.48926	4.43048	4.51307	4.31133	4.37486	4.3903	4.5759	4.69857	4.61152
VAMP2	4.54157	4.66831	4.52726	4.57842	4.19589	4.66112	4.6297	4.48779	4.35728
ERMN	4.81799	4.49574	4.76562	4.8419	4.43048	4.72936	4.70541	4.00929	4.63844
RBM39	4.3555	4.39567	4.39117	4.56951	4.57751	4.44071	4.42232	4.19267	4.42343
MAG	4.67795	4.49095	4.53648	4.75626	4.15574	4.93211	5.04702	4.02608	4.53392
GPI	4.42232	4.59625	4.48553	4.39334	3.82681	4.45541	4.62247	4.67386	4.54157
TRIM2	4.75809	4.59284	4.51687	4.58022	4.34609	4.51307	4.63279	4.51876	4.56046
PAFAH1B1	4.70916	4.69392	4.59284	4.55711	3.95487	4.57751	4.4085	4.6093	4.44467
LGALS1	4.20181	3.96246	4.46165	4.35262	4.3903	4.22063	4.71177	4.51307	4.54948
CYFIP2	4.55313	4.49901	4.55313	4.39788	4.43697	4.46165	4.43048	4.69095	4.49901
KIAA1598	4.36641	4.18305	4.47167	4.6855	4.85533	4.43965	4.43697	3.96951	4.41507
CCT3	4.50116	4.48118	4.70112	4.35913	4.71415	4.43295	4.36136	4.63844	4.41202
SLC24A2	4.69614	4.47071	4.58705	4.51876	4.24222	4.5981	4.39788	4.50473	4.49415
AK5	4.61637	4.58327	4.59089	4.41843	3.82632	4.4071	4.52456	4.67592	4.42097
SORL1	4.67137	4.56527	4.76781	4.34807	4.32277	4.28703	4.33848	4.63102	4.47523
OLFM1	4.48676	4.41393	4.5981	4.30558	4.0811	4.30306	4.43449	4.6529	4.51993
SARS	4.58852	4.54023	4.43851	4.41507	4.18622	4.59625	4.40917	4.66371	4.26293
NECAB1	4.74835	4.83606	4.53807	4.32165	3.25469	4.47293	4.48253	4.76562	4.32973
RPS20	4.37486	4.54533	4.47071	4.54731	4.83305	4.65431	4.56714	4.30067	4.33183
ALDH6A1	4.45674	4.36213	4.48849	4.63279	4.6895	4.55313	4.49901	4.37702	4.6895
PRPF19	4.57842	4.76078	4.3967	4.33442	3.97551	4.58852	4.6093	4.66671	4.34807
SV2B	4.66245	4.66371	4.55711	4.35453	3.59006	4.29828	4.31704	4.82743	4.34609
ITFG1	4.7415	4.8419	4.4109	4.5079	3.601	4.60743	4.33249	4.73425	4.16961
SCRN1	4.50473	4.50676	4.50925	4.40444	4.75131	4.30833	4.3903	4.54533	4.60743
TXNIP	4.03742	4.74322	4.37841	4.227	4.58988	4.03172	4.85533	4.39334	4.85221
RAB3A	4.43048	4.58852	4.49825	4.44751	3.36425	4.62714	4.6454	4.65632	4.62714
GOT1	4.65087	4.52296	4.72538	4.34939	3.23816	4.46839	4.3891	4.73709	4.47167
TSPYL1	4.57054	4.64719	4.44858	4.38461	3.49005	4.54533	4.61637	4.8419	4.44858
DCTN2	4.63732	4.56714	4.54157	4.46165	4.0785	4.59284	4.50116	4.58852	4.48118
EPB41L3	4.62518	4.60414	4.56394	4.34078	3.75413	4.45117	4.3698	4.53535	4.43449
CD74	3.71211	4.53807	4.27552	4.38841	4.27793	4.11953	4.98938	4.50925	4.63102
MLF2	4.4434	4.55536	4.57842	4.3508	3.91308	4.42632	4.511	4.72538	4.47993
CIRBP	4.46507	4.89809	3.58333	4.70112	3.28506	4.77027	4.7227	4.22776	3.81213
NELF	4.08229	4.06503	4.29447	4.37208	4.71844	4.36213	4.56951	4.4109	4.70541
MYCBP2	4.60016	4.6093	4.54731	4.3823	4.09425	4.35639	4.28321	4.5981	4.27334
HSPA9	4.60583	4.59485	4.61481	4.53281	4.49228	4.50925	4.33183	4.40168	4.35344
MIF	4.25942	4.45813	4.30427	4.49574	4.0277	4.41507	4.53083	4.53934	4.55431
HSD17B4	4.48553	4.41953	4.60743	4.58569	4.37953	4.3967	4.49574	4.51554	4.60583
RUFY3	4.66671	4.6529	4.51424	4.46507	4.23576	4.50473	4.34609	4.53083	4.32635
MATR3	4.56951	4.58705	4.49228	4.49095	4.16165	4.46386	4.40587	4.45301	4.38065
PDE4DIP	4.17609	4.14821	4.48926	4.4085	4.9211	4.14894	4.10753	4.17437	4.62247
ADD3	4.37613	4.31243	4.34313	4.67592	4.80042	4.57054	4.63554	4.30833	4.64719
LSAMP	4.42453	4.45174	4.56046	4.51687	4.16961	4.49574	4.46632	4.52296	4.54288
NCAM1	4.45444	4.32384	4.61287	4.52456	4.51687	4.34313	4.50293	4.35344	4.58852
NTRK2	4.42632	4.61637	4.35842	4.55536	4.50473	4.35344	4.64916	4.49901	4.55536
DYNLL2	4.34192	4.44751	4.53392	4.36423	4.53648	4.40587	4.55431	4.60194	4.60414
PRKCB	4.44982	4.56046	4.5746	4.34609	3.73259	4.26201	4.29951	4.66831	4.35453
SCG3	4.52173	4.68718	4.29582	4.36866	3.81836	4.67137	4.54948	4.56394	4.36526
TUBB2B	4.06099	4.23576	4.21022	4.36003	4.88724	4.82412	4.76781	4.80334	4.47817
UGP2	4.60414	4.66112	4.52592	4.30935	4.25994	4.38556	4.24117	4.65087	4.2181
C14orf156	4.5759	4.63279	4.47652	4.48779	3.82221	4.49415	4.57054	4.41953	4.30935
DYNC1I1	4.58172	4.7415	4.45444	4.36213	3.48829	4.49825	4.4109	4.60016	4.28423
SRP14	4.50925	4.6205	4.48676	4.48343	4.36526	4.53083	4.55094	4.48849	4.37613
NCL	4.3891	4.48553	4.50676	4.56527	4.39237	4.55884	4.49228	4.33631	4.45301
CAMK2B	4.28913	4.27793	4.49901	4.3698	4.17717	4.37702	4.43173	4.58327	4.5746
ERBB2IP	4.45958	4.27861	4.3698	4.70541	4.86142	4.51687	4.44071	4.09354	4.6454
SNORA74B	2.90745	3.62133	3.58516	3.84553	3.12035	4.45813	4.72797	3.19125	4.26148
USP22	4.52456	4.3967	4.45813	4.41627	4.47993	4.44982	4.43851	4.47071	4.37841
STMN4	4.49699	4.08302	4.62247	4.85912	3.45232	4.38841	4.74566	4.33442	4.51424
DLG4	4.20256	4.28913	4.44211	4.24791	4.42097	4.33249	4.47652	4.66515	4.50925
CPLX2	4.36526	4.68326	4.29732	4.05822	4.18305	4.36866	4.47993	4.61287	4.48553
IQSEC1	4.13053	4.1256	4.39334	4.23645	4.61287	4.46285	4.51554	4.42232	4.6855
RHOA	4.41843	4.43449	4.36313	4.59284	4.3698	4.52911	4.56183	4.36136	4.53083
GAS7	4.51554	4.56951	4.32878	4.41953	4.08178	4.54023	4.54533	4.55884	4.33524
PEX5L	4.5079	4.29732	4.66371	4.33997	4.32635	4.22992	4.37702	4.43965	4.41843
WNK1	4.22992	4.09928	4.54023	4.5759	5.06964	4.38461	4.30648	4.054	4.46386
SFRS18	4.06389	3.94603	4.18558	4.20181	4.78135	3.98691	3.98629	3.94603	4.36003
TPPP	4.22144	4.0439	4.42453	4.37953	4.75809	4.47167	4.60743	4.25458	4.58569
ARHGEF12	4.3967	4.34192	4.46507	4.35639	4.60414	4.35728	4.21549	4.43173	4.3823
NAPA	4.59089	4.43557	4.43295	4.33341	4.05011	4.50116	4.46165	4.36866	4.3711
SERINC3	4.61287	4.57281	4.5759	4.47523	3.87716	4.41843	4.35262	4.5759	4.4434
NEDD8	4.64916	4.6297	4.44617	4.44858	3.68551	4.34078	4.24689	4.56183	4.14821
ANK3	4.51687	4.33848	4.49699	4.53807	4.18233	4.47523	4.33631	4.31499	4.3698
S100A1	4.19589	4.54288	4.03557	4.48553	4.55711	4.31631	4.6205	4.08888	4.62395
TPI1	4.59284	4.65087	4.40168	4.21549	3.78884	4.288	4.24526	4.54731	4.15651
PAFAH1B2	4.6093	4.48926	4.52911	4.45958	4.13542	4.48849	4.29582	4.46165	4.26493
COX8A	4.19531	4.44982	4.33848	4.34313	3.88001	4.48118	4.55711	4.53392	4.50676
OGT	4.35842	4.3711	4.48253	4.36313	4.43295	4.33341	4.39334	4.47167	4.50473
NDUFS1	4.58022	4.47167	4.48118	4.42632	3.90767	4.51424	4.31243	4.60414	4.38461
SMARCA5	4.51307	4.45958	4.44071	4.49825	4.44858	4.45958	4.4071	4.26599	4.3508
AGTPBP1	4.49415	4.36313	4.45674	4.74566	4.52173	4.42922	4.34423	4.22223	4.30558
THRA	4.27403	4.23147	4.3374	4.36526	4.69392	4.44617	4.45444	4.40054	4.59284
SLC17A7	4.28153	4.20723	4.4071	4.45813	4.1713	4.38065	4.47293	4.56046	4.62867
MGEA5	4.44071	4.61481	4.34078	4.37486	4.48118	4.44858	4.39901	4.45958	4.21105
SNORD15B	1.6609	1.87825	1.55461	2.22536	1.03017	2.00183	5.81381	4.92935	5.3927
NUCKS1	4.60743	4.55711	4.27948	4.60583	4.04866	4.48553	4.47817	4.42922	4.41751
KLHDC3	4.51424	4.53535	4.35639	4.25994	4.20181	4.24003	4.30935	4.6855	4.23798
ATP6AP2	4.65632	4.61861	4.48779	4.46285	3.27711	4.49095	4.45301	4.5746	4.30165
RICS	4.56714	4.40054	4.36423	4.32042	4.40587	4.5746	4.20523	4.46632	4.31499
R3HDM1	4.21322	4.25738	4.24617	4.32973	4.3823	4.30648	4.18305	4.14113	4.40168
PTP4A2	4.47652	4.22351	4.42632	4.68116	4.81646	4.31243	4.30067	4.03823	4.3555
CCDC88A	4.30648	4.29951	4.15127	4.54023	4.45541	4.38656	4.42097	3.99089	4.2804
UQCRH	4.63554	4.66245	4.51554	4.30067	3.48975	4.49699	4.33997	4.49228	4.11318
WAC	4.43295	4.39424	4.55536	4.36136	4.56714	4.31326	4.20034	4.30558	4.37322
TOP2B	4.58988	4.52456	4.33631	4.49699	4.22625	4.45674	4.31133	4.37953	4.2918
PTK2B	4.30427	4.54157	4.2918	3.91137	3.71386	4.15425	4.3555	4.62518	4.34423
TAX1BP1	4.55711	4.47993	4.54288	4.35344	4.24617	4.40444	4.25458	4.44982	4.3182
FXYD1	4.05011	4.29828	4.2181	4.43048	4.77959	4.39334	4.68718	4.26493	4.6529
ABR	4.16961	4.25994	4.33341	4.28423	4.57842	4.29951	4.42343	4.41393	4.49825
REEP5	4.57281	4.63732	4.54948	4.4109	3.67395	4.41953	4.36313	4.48253	4.32042
CA11	4.19438	4.26092	4.21973	4.16961	4.32042	4.22849	4.39567	4.49095	4.29362
C13orf15	4.21105	4.03557	4.63279	4.70393	5.02274	3.87966	3.98691	3.50796	4.5759
MDH2	4.50293	4.37613	4.41843	4.33524	3.92894	4.56046	4.44982	4.43449	4.36423
RPL26	4.45541	4.43965	4.37208	4.40168	4.46285	4.37613	4.42632	4.30306	4.15895
SLAIN1	4.45301	4.20034	4.45301	4.71611	4.54288	4.7415	4.57751	4.04795	4.54023
ARHGAP21	4.26092	4.1467	4.3182	4.42343	4.67386	4.14212	4.15127	4.05466	4.48253
PRKACB	4.61481	4.63554	4.52456	4.34721	3.50882	4.29732	4.27403	4.52173	4.24297
RPS29	4.09693	4.35453	4.16165	4.81799	4.87657	4.43048	4.10378	3.70089	3.68775
C16orf45	4.38461	4.39237	4.32165	4.15358	3.87175	4.36641	4.4434	4.64112	4.25458
COX5A	4.33941	4.30709	4.4434	4.45541	3.85508	4.51554	4.38065	4.38461	4.48779
SMARCC2	4.14552	4.25317	4.3903	4.14299	4.59485	4.22223	4.30306	4.35728	4.35913
SFPQ	4.1751	4.36526	4.22144	4.31928	4.54023	4.22351	4.41953	4.20887	4.21022
CNN3	4.10378	4.19438	4.00537	4.51993	4.61637	4.9211	4.45541	4.79259	4.46165
PPA1	4.52592	4.50293	4.77559	4.50116	3.75901	4.47071	4.08229	4.27469	3.99844
CALY	4.28621	4.45117	4.37322	4.38556	3.64322	4.71844	4.49095	4.59284	4.48849
SCD5	4.38366	4.37208	4.34721	4.50676	4.25317	4.53535	4.64112	4.288	4.58172
VDAC3	4.57751	4.58022	4.53934	4.36641	3.36398	4.4434	4.3374	4.55431	4.25618
MAN2A1	4.27469	3.93632	4.58852	4.73939	5.04244	4.27019	4.37486	3.92035	4.38656
CSNK1A1	4.39117	4.3823	4.34515	4.39901	4.52456	4.3891	4.31326	4.29362	4.29828
ATP2A2	4.43851	4.40917	4.49095	4.2308	4.12771	4.30935	4.19365	4.52911	4.30306
SRI	4.43449	4.46507	4.26148	4.44467	3.82364	4.53807	4.49415	4.35262	4.49228
NCAM2	4.49095	4.41202	4.42755	4.53934	4.17973	4.29091	4.2181	4.36768	4.36213
ARNT2	4.19365	4.32277	4.31928	4.14376	4.46507	4.32042	4.39117	4.47523	4.37208
TTC35	4.44617	4.33997	4.44982	4.5981	4.38461	4.52173	4.27334	4.09425	4.43851
RAD21	4.53934	4.46165	4.54533	4.39237	4.21322	4.2851	4.2918	4.40917	4.33039
DCTN1	4.35344	4.35262	4.3891	4.29582	4.17437	4.36313	4.29828	4.44467	4.33249
SNORD116_4	4.24297	4.34939	4.44751	4.33941	4.38841	4.27948	4.23378	4.20256	4.36313
CCT7	4.44467	4.34807	4.59625	4.27861	4.10639	4.3508	4.29447	4.49574	4.28215
LMO4	4.36866	4.51554	4.47817	4.31022	3.83322	4.19195	4.26599	4.59089	4.34939
SEPW1	4.25458	4.21884	4.45541	4.42755	4.52911	4.40316	4.38366	4.30165	4.35842
RBX1	4.41202	4.48253	4.3823	4.58852	3.667	4.47652	4.47167	4.46285	4.22223
SNORD116_13	4.42097	4.84961	4.20637	4.59089	4.18165	4.37486	4.10721	4.09214	4.14065
PTPRZ1	4.09838	4.15184	4.23798	4.6205	4.56527	4.52726	4.38461	4.24617	4.57751
UQCRC2	4.56183	4.56183	4.46386	4.32502	3.92946	4.45444	4.25117	4.44858	4.24003
DNAJC7	4.48118	4.52592	4.43697	4.43295	4.31022	4.37841	4.22625	4.27861	4.17805
C10orf58	4.26817	4.52726	4.38656	4.19932	4.27334	4.20637	4.40316	4.45174	4.27552
ITPR1	4.33183	4.46632	4.41393	4.08366	3.95941	4.20523	4.25618	4.57054	4.1751
LANCL1	4.59625	4.62518	4.46285	4.51307	3.64558	4.55536	4.41751	4.44751	4.38841
PNMA2	4.49825	4.63102	4.21549	4.26599	3.31414	4.35913	4.38556	4.64719	4.18622
HNRPDL	4.36003	4.30427	4.32277	4.45674	4.15127	4.34423	4.24983	4.15574	4.27948
PPFIA2	4.33997	4.38366	4.07369	4.28989	3.89326	4.32973	4.24901	4.33183	4.24117
MT2A	3.30681	3.86687	4.70729	4.6454	5.2165	4.49901	4.37208	3.83731	4.30709
ANLN	4.35262	3.78284	4.92639	4.61287	4.64916	3.92998	4.17437	3.73354	4.64112
SF3B2	4.25117	4.2139	4.34609	4.26719	4.48676	4.3698	4.23645	4.26293	4.33941
RPL41	4.52726	4.77786	4.26395	4.44211	3.93362	4.6297	4.33039	4.27671	4.00794
RPL36AL	4.43173	4.40587	4.43449	4.40587	4.48779	4.18489	4.2122	4.10484	4.31326
SCARB2	4.61152	4.51307	4.35344	4.54288	4.00537	4.58022	4.43965	4.25555	4.36768
RPL38	4.38841	4.41843	4.26092	4.43449	4.511	4.39788	4.41627	4.1808	4.10753
SNCB	4.18558	4.18828	4.288	4.26395	3.44976	4.48779	4.59485	4.45117	4.3903
AES	4.14466	4.26908	4.27469	4.20801	4.45301	4.23798	4.44617	4.43557	4.51876
TMEM59L	4.1239	4.20097	4.27334	4.27403	3.82743	4.40917	4.49699	4.50676	4.46285
UQCRC1	4.43557	4.46839	4.40587	4.22458	3.64441	4.39237	4.36768	4.52726	4.45174
CAMK2G	4.29582	4.36768	4.42232	4.18393	4.09775	4.31133	4.34721	4.48676	4.47071
BAALC	4.2122	4.3555	4.02338	4.3374	4.5746	4.42453	4.21677	4.39901	4.28989
PMP2	4.48253	4.00573	4.17437	4.63102	4.44982	4.70729	4.52173	4.61637	4.51687
OAT	4.62867	4.53648	4.41953	4.39424	3.49533	4.43697	4.34939	4.41627	4.23576
TERF2IP	4.3182	4.48676	4.33442	4.30648	3.80293	4.3711	4.39237	4.43697	4.20523
ARF3	4.32502	4.4085	4.25396	4.26908	3.77304	4.34609	4.40054	4.54023	4.26719
CENTD1	4.40168	4.14299	4.30709	4.62714	4.48849	4.27403	4.24297	4.09021	4.26092
CAMK2N1	4.16445	4.28989	4.34192	4.25942	4.11471	4.24689	4.3711	4.3374	4.49095
CD63	4.14113	4.21752	4.25201	4.3891	4.2181	4.39424	4.46285	4.34078	4.42632
RHOB	4.11593	4.14065	4.26817	4.46839	4.4085	4.23463	4.49825	4.2722	4.66112
HUWE1	4.26293	4.29362	4.41751	4.2804	4.50116	4.25555	4.22776	4.28913	4.3374
PCM1	4.25809	4.33941	4.0785	4.25317	4.45674	4.26293	4.27793	4.10002	4.20637
CADM3	4.34721	4.4434	4.31704	4.16871	4.16445	4.25809	4.29732	4.47993	4.23726
ZNF483	4.49901	4.51993	4.35453	4.21752	3.76473	4.2804	4.28913	4.56527	4.15574
UBL5	4.54731	4.47293	4.38841	4.45174	3.53262	4.50293	4.52726	4.54948	4.02608
SVIP	4.42922	4.16256	4.36003	4.2851	4.67137	4.36136	4.22529	4.23463	3.99988
DDX1	4.53535	4.55884	4.47993	4.30306	3.6548	4.35842	4.227	4.46507	4.1167
NDUFB5	4.54288	4.52911	4.43557	4.37322	3.38714	4.40168	4.25994	4.49699	4.2122
GLG1	4.33341	4.37953	4.43965	4.34192	4.30067	4.41202	4.28621	4.33997	4.24689
EPB41L1	4.19267	4.24117	4.40054	4.15425	4.47523	4.26908	4.30709	4.28321	4.55884
DCLK1	4.55536	4.58569	4.42097	4.20723	3.31361	4.21752	4.16789	4.53281	4.19681
LRPAP1	4.00573	4.27469	4.23726	4.288	4.10002	4.16789	4.37841	4.42343	4.37953
HBA1	3.86055	4.25458	4.65431	3.84656	4.59284	4.3823	4.57842	4.80903	4.48343
SLC4A10	4.3698	4.49825	4.31631	4.1724	3.05295	4.2918	4.25201	4.6205	4.15798
PRPF8	4.30833	4.38556	4.32973	4.28703	4.43449	4.28215	4.26817	4.37208	4.25396
PSMB7	4.30558	4.45301	4.36768	4.36768	4.0027	4.32746	4.33341	4.42097	4.25201
A2M	4.09021	4.38841	3.9349	4.43173	4.49574	4.59089	4.51687	4.03239	4.44071
SPOCK1	4.53648	4.4109	4.53083	4.45117	3.86134	4.43173	4.41202	4.23645	4.29582
G3BP2	4.52296	4.58988	4.41202	4.23726	3.44667	4.32502	4.22458	4.50293	4.08302
LRP1	3.94328	4.07055	4.25317	4.2139	4.58327	4.18722	4.30833	4.34423	4.52592
TXN	4.58705	4.73939	4.38461	4.38065	3.52109	4.53392	4.19589	4.20637	3.76024
NDUFAB1	4.51876	4.61152	4.39567	4.18305	3.41941	4.35262	4.27948	4.37486	4.26817
OSBPL1A	4.44211	4.29091	4.4085	4.33631	4.26719	4.25458	4.24003	4.22458	4.17329
TCEB2	4.18929	4.19365	4.26908	4.27793	4.10307	4.27793	4.45117	4.47652	4.33442
CTNND2	4.12471	4.07369	4.23378	4.38366	4.6205	4.16165	4.35913	4.21549	4.45813
KIAA0256	4.53392	4.38461	4.40917	4.47817	4.20034	4.42097	4.42922	4.13542	4.28913
FBXL16	3.75585	3.91967	4.03742	4.29235	4.58172	4.27861	4.51307	4.18722	4.58988
PFKM	4.34313	4.45674	4.30165	4.1176	3.67872	4.31499	4.27469	4.52456	4.14113
AGXT2L1	4.18828	4.62867	4.11593	4.6895	4.20422	4.31928	4.54288	3.87175	4.34721
ATP5O	4.41953	4.53281	4.42922	4.3555	3.80578	4.44467	4.23147	4.37322	4.26395
SORBS1	4.01176	4.13495	4.06951	4.25201	4.93211	4.25201	4.19787	4.45813	4.39237
SSBP1	4.30306	4.50473	4.22776	4.46386	3.82175	4.4085	4.36526	4.34939	4.16256
FKBP3	4.35453	4.37486	4.35913	4.31243	4.11096	4.42343	4.17973	4.27403	4.30067
