id	C1_rpkm	C2_rpkm	C3_rpkm	C4_rpkm	C5_rpkm	C6_rpkm	C7_rpkm	C8_rpkm	A9_rpkm	A10_rpkm	A11_rpkm	A12_rpkm	A13_rpkm	A14_rpkm	A15_rpkm	A16_rpkm	A17_rpkm
RPS19	4.92639	4.5746	5.07391	5.08157	5.46969	4.8139	4.65922	4.52296	4.91646	4.85912	5.0496	5.10772	5.71002	5.07312	4.99281	4.7415	4.81799
NAPB	5.19482	3.89956	4.85221	5.07471	3.1374	5.37667	5.4293	5.34796	5.33508	5.44023	5.15571	4.77959	3.56682	5.03217	4.82412	5.32971	4.71415
YWHAG	5.10507	4.61637	5.02468	4.9383	3.99018	5.42173	5.36971	5.30126	5.11705	5.05525	5.1218	4.87212	4.21549	5.00183	5.00519	5.22365	4.96366
S100B	4.77027	4.3508	4.98676	4.86484	5.14775	4.51424	4.90684	4.76406	5.08048	4.86142	5.06082	5.3454	5.35636	5.22987	5.33099	4.71415	5.15371
TUBA1B	4.83917	3.86242	4.92332	4.98938	4.20181	5.14496	5.65937	5.42924	5.22769	4.76406	5.20851	4.90684	4.63102	5.05868	4.8419	5.1594	4.90684
ANXA6	5.06808	4.66515	4.88724	5.22369	4.11193	5.13178	5.37676	5.34487	5.26001	5.20594	5.08095	4.78462	4.26395	4.97611	4.89388	5.18258	4.82412
TMOD2	5.07161	4.41393	4.95737	5.04534	4.77333	5.05125	5.25505	5.23337	5.23889	5.15223	5.03087	4.87016	4.55536	4.97986	4.92639	5.16267	4.97986
FAM171B	5.03177	3.54715	5.15464	5.14645	5.0782	4.81114	5.12218	5.10758	5.07825	4.98676	5.00662	5.11787	5.00839	5.06477	4.97986	4.83606	5.08086
PI4KA	5.07156	4.95737	5.06774	5.10882	4.31928	4.97404	5.30116	5.299	4.97611	4.96366	5.09676	4.86748	4.66671	4.86142	4.87968	5.15439	4.95416
ATP6V0B	5.20117	3.55992	4.8139	5.26885	4.30648	5.42751	5.38451	5.13318	4.98676	4.92332	5.22175	4.87657	4.22144	4.95117	4.99544	5.23746	4.96729
CLTC	5.1109	3.70311	4.81114	5.01854	4.48779	5.26451	5.32118	5.27585	5.26322	5.25704	5.06036	4.92639	4.35453	5.03141	4.93211	5.1662	4.80334
GNAS	5.01423	4.27469	4.97986	5.18608	4.49095	5.11861	5.19375	5.22471	5.00964	5.03769	5.05283	4.81646	4.6855	5.03474	5.02101	5.19103	5.03483
CSDE1	5.02377	4.12122	4.83606	5.00192	5.12802	5.0285	5.06058	5.02582	5.14378	5.109	5.01449	5.00438	4.92639	4.98243	4.90378	5.03975	4.88364
BIN1	4.93536	5.87285	4.73709	4.93211	4.99281	4.31928	4.64112	4.73939	4.79058	4.67137	4.79259	5.05224	4.94123	4.98676	5.16122	4.76406	5.02538
PPP3CA	5.01339	4.29951	4.9475	5.07683	3.82743	5.2322	5.27011	5.22626	5.1032	5.18299	4.97611	4.88724	4.07055	5.06409	4.94123	5.24889	4.90378
EDF1	5.05086	4.72797	4.95117	5.12058	4.55536	5.20332	5.11891	5.02522	4.9133	4.97986	4.91646	4.94123	4.74322	4.89388	5.12719	5.03706	4.89388
RPL27	4.81114	3.74259	4.86748	5.05205	5.04129	5.06774	5.19145	5.023	4.93536	5.08038	4.82743	4.96088	4.84961	4.9702	5.13437	5.0619	4.95737
RTN1	5.13225	3.89915	5.01399	5.09733	3.53601	5.19781	5.28194	5.26141	5.12174	5.12894	5.00839	4.9133	4.0071	5.00851	4.97611	5.17678	4.8139
SCG5	5.11126	3.66294	5.0006	5.11218	3.57753	5.23853	5.3095	5.27535	5.12495	5.0971	5.03279	4.97986	3.29042	5.07586	5.0445	5.12609	4.78758
NCDN	5.03787	4.45301	5.04345	5.07727	4.0226	5.22888	5.05592	5.23575	4.73939	4.82743	5.03864	4.78135	4.39334	4.96088	5.03122	5.20261	5.06071
SLC22A17	4.92332	4.32635	4.93536	5.09005	4.10844	5.14831	5.14559	5.27012	5.02512	5.07315	4.96729	4.76562	4.35913	4.88364	5.03195	5.26927	4.93211
FMNL2	4.85533	5.72392	4.80042	4.8453	5.41776	4.22144	4.41843	4.32042	4.83305	4.62247	5.04737	4.99544	5.20922	4.85221	4.84773	4.39424	4.98243
RPL8	4.9702	4.16789	4.96729	5.18326	5.14507	4.87373	4.93536	4.77559	4.87657	4.78462	4.9133	4.94385	5.13984	4.92935	5.03342	4.95416	4.80042
COX4I1	4.86748	3.63031	4.74322	5.01646	4.3698	5.26698	5.2998	5.26258	5.04511	4.97611	4.86748	4.90118	4.21973	4.97404	5.17158	5.15926	4.87373
ATP6V1E1	5.18664	3.62299	4.88364	5.11635	4.17805	4.9211	5.07368	5.0898	5.26753	5.30155	4.9702	4.97404	3.77686	5.22534	4.71844	4.97404	4.63279
RPS11	4.63279	4.35842	4.78462	4.89809	5.202	5.15831	4.90378	4.77333	4.71177	4.79058	4.9106	5.05716	4.85912	4.87016	5.18134	4.94385	4.98938
PRDX1	4.82412	3.85579	4.75626	4.97611	4.95737	4.88364	4.85533	4.9211	5.03829	5.00585	4.98676	5.04176	4.62247	5.09832	5.02629	4.96366	4.9702
RP5_1033B10.18	4.81646	4.02718	4.98938	4.85533	5.34703	5.01696	4.86142	4.66371	4.8453	4.87968	4.81114	4.96729	4.98676	4.90118	5.01511	4.89388	4.8419
CANX	5.01721	3.64162	4.79459	4.82995	4.87657	5.16753	4.94123	4.95416	5.02496	5.1412	4.93211	4.98938	4.63554	4.99544	4.9702	4.87657	4.83917
GRIA2	4.97404	4.9211	4.97611	4.9211	4.32973	5.10076	5.16866	5.1293	5.01503	4.98938	4.83606	4.80042	4.32878	4.81646	4.74322	5.06223	4.83606
ATP5I	4.9383	4.61481	4.90684	4.96729	4.8139	4.92639	5.09635	4.96729	4.95737	4.90118	4.90378	5.06157	4.58705	4.88724	4.90118	4.80604	4.92639
RPS14	4.83606	3.81117	4.82173	4.92332	5.10184	4.98243	4.8453	4.85533	4.97404	5.04375	4.89809	5.00188	4.70541	4.84961	5.12876	5.05045	4.84961
ABCA2	4.77786	5.76701	4.64302	4.95737	5.19663	3.80493	4.39567	4.40316	4.73425	4.39788	4.99281	5.06703	4.98243	4.86484	5.01516	4.47817	5.03625
SOD1	4.90378	3.73298	4.79058	4.99281	4.52456	5.16596	5.17886	5.14648	5.09618	4.90684	5.03788	4.79738	4.61481	4.83917	4.9106	5.00728	4.78135
NRCAM	4.9106	4.73166	4.90118	4.9106	4.49574	4.96088	5.17495	5.09121	4.97986	4.95737	4.80334	4.92935	4.50676	4.92639	4.77786	5.0254	4.82743
BEX1	5.25635	3.89523	4.77786	4.99544	3.24205	5.36695	5.28169	5.29756	5.08072	5.12319	4.80604	4.66831	3.41685	4.86748	4.86484	5.06571	4.58022
NGRN	4.87212	4.30067	4.83305	4.97986	4.44617	5.1597	5.15551	5.11253	4.93211	4.86748	4.95117	4.66112	4.81114	4.87968	4.69392	5.03906	4.86484
ENC1	5.05125	4.12055	4.80604	5.00469	3.20462	5.32499	5.29472	5.34579	4.9475	5.04117	4.96366	4.61861	3.79402	4.54948	4.72538	5.16995	4.85912
hCG_18290	4.82743	4.08436	4.86484	5.11367	5.05437	4.87657	4.83606	4.71611	4.90684	4.87657	4.71844	4.84961	4.97986	4.91646	5.0452	4.76781	4.91646
NACA	4.97611	4.42343	4.99544	5.02022	5.12095	4.34515	4.74322	4.80903	5.0408	5.02614	4.9475	5.02744	4.76562	5.01656	4.80604	4.76078	4.63732
SCD	4.85221	4.21973	4.50473	4.85912	4.96366	4.26148	4.67386	4.46386	5.44961	4.83917	4.85912	5.23855	4.82743	5.19884	5.08466	4.22144	5.13088
BSG	4.87968	4.71844	5.05354	4.70729	5.11545	5.0657	4.90118	4.90378	4.50676	4.67386	4.80042	4.58705	4.76781	4.71415	5.09462	4.94123	4.99281
AKT3	4.90684	4.23378	4.94385	5.02357	4.78462	4.82995	5.08359	4.94123	4.96729	5.01054	4.87373	4.70729	4.79259	4.87657	4.76562	4.91646	4.73166
PFKP	4.84773	4.76562	4.71177	5.32065	4.63554	5.01247	4.96729	4.9106	4.80334	4.70112	5.03173	4.48849	4.6297	4.65922	4.82995	5.03331	4.93536
GNB1	4.78135	4.1234	4.93211	4.90684	4.69614	5.02844	5.0047	4.96088	4.77959	4.93536	4.90118	4.75809	4.93536	4.8453	4.81114	4.97986	4.81646
GABARAPL1	4.94123	4.07288	4.96088	5.03298	4.10721	5.09439	5.2025	5.11051	5.0566	4.9133	4.90684	4.6297	4.01176	4.9106	4.91646	5.02743	4.71611
RPS4X	4.95117	3.71171	4.86142	5.05425	4.92639	4.49699	4.8419	4.56183	5.12751	4.96088	4.79058	5.03064	4.87373	4.99281	4.95416	4.85533	4.68326
PRKAR1B	4.79259	4.2722	4.9106	5.05109	3.55992	4.93211	5.17315	5.21614	4.95416	5.05074	4.85221	4.55313	3.92998	4.81114	4.95117	5.20703	4.77559
SYT11	4.9211	4.0043	4.74835	4.79058	4.43965	4.97986	5.1155	5.0693	5.01091	4.99281	4.77959	4.87373	4.35639	4.95737	4.98676	4.97611	4.77959
ENPP2	5.04919	4.57842	4.27861	4.95416	5.08029	3.68024	4.52296	4.35913	5.24358	4.70729	5.17563	5.26235	4.60743	5.07754	5.07473	4.227	4.96088
GPRC5B	4.73939	4.51554	4.42755	4.86142	5.22774	4.44617	4.40917	4.38656	4.70112	4.54948	5.01758	4.93536	5.48359	4.77786	5.08822	4.45674	5.03734
NPTN	4.98676	3.90892	4.79259	5.06432	3.77556	5.11581	5.08429	5.08635	4.98243	5.00784	4.92332	4.78758	4.13221	4.80334	4.7415	4.99281	4.82173
NGFRAP1	4.95416	4.56394	4.83917	4.9133	4.03041	5.00023	5.06621	5.13533	4.96366	4.9702	4.78758	4.74322	4.04928	4.87212	4.9383	4.96729	4.69857
MGST3	4.8453	3.50085	4.6855	5.10514	4.27861	4.94123	5.21828	5.00065	4.99281	5.0821	4.76406	4.82743	4.1724	4.9383	4.9133	4.88724	4.74322
TSPAN3	4.91646	3.19647	4.63554	4.90378	4.72075	4.9383	4.95117	5.00154	4.9702	4.80604	4.93536	5.00095	4.49901	4.94123	4.78758	4.90118	4.80604
PTK2	4.87373	5.27366	4.8419	4.75131	4.94123	4.48553	4.69392	4.61152	4.69857	4.69857	4.72075	4.89809	4.84773	4.80903	4.89809	4.62247	4.81114
YWHAQ	5.02356	3.80794	4.76781	4.87212	4.65632	4.70541	4.98676	4.89388	5.1134	4.94123	4.9211	4.95117	4.42755	4.9475	4.86748	4.68116	4.74566
PICALM	4.90118	4.17717	4.7227	4.91646	5.26829	4.51993	4.55884	4.50925	4.84961	4.72797	4.9383	4.98676	5.06214	4.84773	4.75131	4.58705	4.79738
EDIL3	5.00473	3.61309	4.33039	5.01818	4.98243	4.21549	4.58172	4.57281	5.16289	4.9211	5.07166	5.1317	4.44751	5.13319	4.92332	4.48553	4.94385
GUK1	4.80042	4.49574	4.82995	4.96366	4.58988	5.1396	5.00679	4.94385	4.64302	4.61287	4.69857	4.6093	4.86484	4.73166	4.95737	4.86142	4.85533
QDPR	4.88993	4.73425	4.36526	4.98676	5.18849	4.56951	4.49228	4.4109	4.74566	4.3891	5.13337	4.80334	5.31348	4.78758	4.86142	4.48118	4.75626
SCARNA6	5.06326	4.31326	4.63102	4.45813	4.73939	5.10572	5.16582	4.97404	4.17066	4.72936	4.70916	4.84773	3.96246	5.08469	5.26186	4.69392	4.9106
GNB2L1	4.80604	4.12471	4.74566	5.00941	5.16814	4.85912	4.65632	4.57751	4.66112	4.80042	4.72797	4.83917	4.95416	4.79459	4.80042	4.82412	4.82995
TMEM144	5.21516	3.45487	4.34423	4.79459	4.86484	4.17717	4.21752	4.45541	5.2155	4.96729	4.88364	5.32673	4.39424	5.16687	5.06	4.57281	4.94123
MACF1	4.55431	5.8448	4.78758	4.56951	5.23542	4.32973	4.33848	4.33848	4.38656	4.33039	4.70393	4.69614	5.27985	4.66671	4.45958	4.55536	4.74835
NDUFA1	4.86142	3.72675	4.9133	4.89388	4.42097	5.18995	5.04056	4.9475	4.94385	4.9106	4.8453	4.79259	3.94267	4.92332	4.79459	4.87373	4.65087
TEGT	4.93211	3.34731	4.78135	4.76078	4.87212	4.95117	4.6895	4.79259	4.76406	4.80334	4.82995	4.90378	4.71177	4.89809	4.96729	4.77786	4.89809
BSCL2	4.88364	4.25618	4.85912	4.83305	3.92688	4.99281	5.12312	5.16926	4.88724	5.00172	4.8139	4.62395	4.27861	4.76078	4.73425	4.98938	4.65922
GAP43	4.72538	4.14894	4.92639	4.76781	3.24618	5.00052	5.36552	5.30015	4.8419	4.87373	4.75131	4.52296	4.04304	4.63554	4.77027	5.06394	4.73939
7-Sep	4.82995	4.29732	4.66515	4.5759	5.00648	4.53392	4.86484	4.64302	5.04046	4.9475	4.73939	5.02453	4.3508	5.06578	4.93536	4.6454	4.75809
USP11	4.87016	4.62714	4.87373	4.88724	3.99921	4.83917	4.9475	5.00324	4.82995	5.01143	4.74322	4.76781	4.19681	4.87373	4.81646	4.98243	4.66671
RAPGEF4	4.6895	4.16002	5.18378	4.90118	4.71844	4.46632	4.97611	4.86748	4.98938	4.75131	4.50293	4.68718	4.53934	4.67795	5.03563	4.93536	4.87016
CLDND1	5.12055	3.46167	4.25201	4.69857	5.08426	4.21973	4.32973	4.47652	4.86484	4.90378	5.05419	5.17393	4.70112	5.09007	4.96088	4.62867	4.87212
BCAS1	4.70916	5.14142	4.62867	4.64112	5.62781	3.26801	4.62714	4.10753	4.46165	4.08229	4.6093	5.04123	5.41036	4.74322	4.98243	3.96447	4.60016
DYNLRB1	4.87657	4.33039	4.85533	5.14307	4.27671	4.82743	4.87212	4.70916	4.66831	4.71177	4.89388	4.77786	4.49699	4.93536	4.76406	4.77559	4.68116
AHCYL1	4.84961	3.86829	4.8453	4.41627	4.79058	4.66245	4.38461	4.511	4.58569	4.93211	4.60016	4.89388	4.97611	5.01175	4.85912	5.08873	4.87968
DYNLL1	4.86484	3.54502	4.73425	4.93536	4.41393	5.09788	4.96088	4.90684	4.62714	4.75809	4.97986	4.77333	4.42632	4.66831	4.79738	4.9702	4.69095
DNAJA1	4.60743	3.94328	4.67592	4.98243	4.97986	4.87016	4.79259	4.5746	4.74322	4.71415	5.04887	4.63554	5.08945	4.62867	4.44858	4.8139	4.6297
DKK3	4.9133	3.44259	4.69857	4.85221	4.46839	5.04487	4.82995	4.99544	4.69095	4.85533	4.7415	4.71177	4.77786	4.74566	4.6529	4.95117	4.76078
ARF5	4.7415	3.99361	4.84773	4.9475	3.73259	4.82412	5.12332	5.11618	4.76562	4.92639	4.68718	4.66371	4.06243	4.80604	4.87657	4.98676	4.66515
GABARAPL2	4.89809	3.9941	4.77333	4.64719	4.62867	4.87212	4.67795	4.79738	4.77559	4.95416	4.85533	4.91646	4.28703	4.9133	4.90684	4.74322	4.65632
SPAG9	4.74835	5.08705	4.6895	4.73166	5.03783	4.33848	4.60414	4.57054	4.75131	4.65632	4.86142	4.76406	4.83917	4.70393	4.65431	4.58988	4.76562
HTRA1	5.16985	4.16256	4.88993	4.78462	5.13174	4.05183	4.3555	4.85912	4.79459	4.67795	4.73166	4.99281	4.48253	4.73425	4.77559	4.45541	4.86748
TTLL7	4.7227	5.30282	4.5746	4.75626	5.08871	4.11471	4.49825	4.40054	4.72936	4.58172	4.87657	4.82412	4.90118	4.65632	4.66831	4.53807	4.76406
AARS	4.82173	4.53807	4.66831	4.81799	4.37208	4.9133	4.89388	4.81646	4.7227	4.57842	4.94123	4.53535	4.88993	4.68718	4.52911	4.92332	4.70393
HINT1	4.79459	4.00204	4.42922	4.80903	4.19932	5.0768	5.18261	5.01872	4.87212	4.87212	4.66112	4.66245	3.5925	4.79259	4.77959	4.9383	4.64302
FEZ1	4.61637	4.50473	4.48926	4.77027	4.79459	4.45541	4.79459	4.66831	4.87968	4.62714	4.88993	4.85221	4.75626	4.82743	4.83917	4.60583	4.79259
TOMM7	4.75131	3.69915	4.73166	4.97404	4.78758	4.80903	4.79738	4.6895	4.80042	4.87016	4.79738	4.76078	4.65431	4.88993	4.69614	4.61861	4.37702
HBB	5.21297	3.09385	4.47071	3.61087	4.87016	4.88993	4.28621	4.87212	4.43697	5.0198	4.82412	4.21468	3.15107	5.01789	4.82743	5.39512	5.11783
NELL2	4.85912	3.81997	4.56046	5.07231	2.99754	4.85533	5.13677	5.12684	4.92332	4.9383	4.75809	4.56714	3.51006	4.70541	4.58852	5.08967	4.53648
IFI6	3.97281	3.72584	3.93043	3.80597	3.73873	6.89578	4.1724	4.21677	3.90205	4.04247	4.22529	4.27552	3.62488	4.1399	4.53281	3.78183	3.91487
MAPK10	4.67137	3.95052	4.75131	4.87968	4.01836	4.84961	4.99544	5.01524	4.92935	4.91646	4.86484	4.58172	4.31928	4.61152	4.53934	4.9475	4.6093
UBC	4.96729	3.91914	4.33442	4.71177	4.60194	4.77333	4.88993	4.93536	4.90378	4.97404	4.80903	4.79058	4.32502	4.73709	4.6895	4.66112	4.56527
IL6ST	4.77959	3.7605	4.70916	4.54948	5.13538	4.59485	4.36136	4.51687	4.68326	4.76562	4.78462	4.92332	4.9475	4.82173	4.68326	4.58022	4.68718
TAGLN3	4.88724	3.58624	4.58022	4.9702	2.61277	5.1599	5.28259	5.1499	4.71844	4.68116	4.77786	4.48926	3.13398	4.5079	4.6855	5.0481	4.61861
RUNDC3A	4.58172	5.00264	4.92935	4.77333	4.28321	4.69095	4.84773	4.87968	4.4071	4.43851	4.69614	4.47652	4.77559	4.53934	4.73939	4.73939	4.79459
SORT1	4.99544	3.86943	4.60016	4.84961	4.77786	4.5746	4.52592	4.70112	4.82173	4.73709	4.98938	4.8139	4.60583	4.58172	4.56394	4.68718	4.72075
CALR	4.62714	4.03117	4.63279	4.63844	4.95416	5.35936	4.61287	4.45174	4.35639	4.49415	4.58172	4.45301	4.70393	4.67386	4.8453	4.93211	4.76781
CTSB	4.61481	3.61824	4.66245	4.87657	4.25201	5.3085	4.67592	4.93211	4.44858	4.88724	4.71177	4.60194	4.38366	4.66515	4.78462	4.90378	4.72936
HSP90B1	4.83305	4.09596	4.66371	4.66515	5.08344	4.81646	4.64302	4.56951	4.67592	4.84773	4.66831	4.54533	4.64302	4.69614	4.67137	4.77027	4.53807
DSTN	4.78462	3.42871	4.62714	4.65431	4.56183	4.88724	4.80604	4.92639	4.95117	5.0548	4.77027	4.62247	3.99361	4.80042	4.66245	4.84773	4.51554
CNP	4.73425	4.98938	4.29362	4.54023	4.74835	3.8687	4.44071	4.41751	4.8139	4.6454	4.74566	4.96366	4.54533	5.03829	5.09517	4.22529	4.7415
APBB1	4.63732	4.36768	4.68326	4.83606	4.24983	4.61861	4.97404	4.87373	4.72797	4.69095	4.81799	4.63732	4.47071	4.72797	4.71415	4.79058	4.72538
ATP5C1	4.76562	3.75277	4.50116	4.87016	4.51554	4.76781	5.09457	4.92935	4.92639	4.89388	4.64112	4.75131	4.05327	4.79738	4.60194	4.75131	4.4085
NDFIP1	4.67386	3.36552	4.55094	4.46285	3.86055	5.05613	5.07316	5.06158	5.03567	5.04391	4.6895	4.67795	3.55112	4.77559	4.70393	4.90684	4.48926
FAIM2	4.74566	3.77117	4.87657	4.77786	4.18622	4.66671	4.79058	4.9133	4.71415	4.6855	4.84961	4.66671	4.54731	4.7227	4.67795	4.87016	4.67592
ATP9A	4.75626	4.02426	4.70541	4.67795	4.13495	4.73425	4.9133	4.92332	4.6895	4.7227	4.77333	4.67137	4.53392	4.64719	4.67592	4.86484	4.70112
KIF5B	4.46386	4.51687	4.71844	4.55094	5.3828	4.2918	4.34721	4.25317	4.49574	4.39334	4.71415	4.74835	5.17852	4.69857	4.71611	4.41202	4.73425
SNHG6	4.68326	3.73082	4.68116	4.82173	4.94385	4.6205	4.53807	4.44071	4.73709	4.95117	4.58569	4.88993	4.44617	4.8139	4.87373	4.54288	4.52911
KIFAP3	4.68718	4.06099	4.6205	4.92639	3.96078	4.79459	4.85912	4.88364	4.88364	4.88364	4.82173	4.6529	4.02718	4.72075	4.61287	4.85221	4.57281
EIF1	4.69857	3.23053	4.65431	4.54533	4.9106	4.72797	4.5079	4.52911	4.70729	5.01802	4.83917	4.69095	4.96366	4.77333	4.58705	4.59625	4.43965
RPL35	4.64112	3.86785	4.67795	4.78135	4.87373	4.97611	4.47523	4.43851	4.65922	4.71844	4.44467	4.88364	4.90378	4.6895	4.73166	4.46386	4.49574
FREQ	4.70541	4.57751	4.87016	4.66371	4.52726	4.71415	4.7227	4.84961	4.33039	4.511	4.56183	4.43557	4.72797	4.61287	4.78135	4.78135	4.80903
SYP	4.60583	3.62855	4.59089	4.83917	2.75846	4.96366	5.22947	5.19219	4.79738	4.8139	4.57054	4.51554	3.16359	4.63732	4.70916	4.9211	4.46507
C14orf2	4.79058	3.45376	4.58705	5.17805	3.99256	4.86484	4.8139	4.65632	4.84773	5.01937	4.64302	4.56183	4.2851	4.6529	4.66515	4.72936	4.33848
NUDT3	4.66671	4.46165	4.66112	4.7415	4.77559	4.56394	4.71415	4.6454	4.63844	4.64112	4.68116	4.55884	4.54948	4.64302	4.61152	4.80042	4.75131
ACO2	4.58022	4.43173	4.80903	4.81114	4.55884	4.32384	4.6454	4.77959	4.59485	4.36866	4.79459	4.70916	4.82412	4.82995	4.56527	4.67795	4.69392
CHGA	5.02641	5.05309	4.84961	5.13508	3.82939	4.19195	4.29091	4.72936	4.46839	4.51876	4.88724	4.40054	4.28215	4.48676	4.62518	4.70916	4.7227
ATP8A1	4.77333	4.81114	4.15184	4.62247	4.55313	4.48849	4.73939	4.5981	4.99544	4.73166	4.74835	4.69857	4.227	4.78135	4.64719	4.62395	4.67137
GABARAP	4.65087	3.94482	4.60194	4.63554	4.70541	4.78758	4.72075	4.62714	4.60194	4.64302	4.63102	4.72936	4.65922	4.69095	4.84961	4.62714	4.61637
ISCU	4.70112	3.74568	4.64916	4.86748	3.94865	4.90378	4.84961	4.76078	4.77786	4.85221	4.75626	4.54157	4.33249	4.70112	4.62395	4.78462	4.48676
SNORA12	4.95737	5.74971	3.99694	4.3182	4.43851	5.05601	4.6093	4.3823	3.59658	4.41627	3.95275	4.44982	3.01509	4.57842	5.18832	4.38656	4.70916
KTN1	4.58988	4.97986	4.52911	4.59625	5.23094	4.22223	4.26817	4.3508	4.49228	4.42232	4.71611	4.69392	4.92935	4.47817	4.56046	4.36423	4.66831
GHITM	4.66371	3.05928	4.45674	4.79259	3.87445	4.9702	5.05934	5.03816	4.82412	4.75626	4.68326	4.53083	3.71348	4.6454	4.59284	4.9106	4.56394
MRLC2	4.71611	3.44907	4.49095	4.69392	4.63844	4.64302	4.83917	4.8453	4.6855	4.79259	4.59485	4.77559	4.1399	4.78462	4.66671	4.79459	4.57842
TUBB4	4.64916	4.73709	4.76406	4.66831	4.33997	4.22351	4.63844	4.65431	4.6205	4.30935	4.87968	4.9106	4.29362	4.81799	4.8139	4.42755	4.79058
NDUFA4	4.78758	3.47608	4.58172	5.07391	3.87407	4.66515	4.75131	4.60194	5.0221	5.25449	4.65922	4.79459	3.6481	4.85533	4.33442	4.57842	4.1724
SF3B1	4.66831	4.93536	4.56714	4.62518	4.84773	4.49901	4.46285	4.55884	4.63279	4.55094	4.6205	4.7227	4.63279	4.56527	4.61861	4.50116	4.58327
ATP6V1B2	4.89388	3.38348	4.48779	4.68116	3.30448	5.1291	5.00739	4.97611	4.89809	5.01474	4.67386	4.44071	3.20177	4.56714	4.55313	4.88993	4.32384
PPP2R1A	4.58705	3.84506	4.62518	4.62867	4.00573	4.75809	4.9106	4.9702	4.62247	4.72538	4.57751	4.58327	4.10083	4.74835	4.74835	4.92639	4.66245
ATP2B1	4.73709	3.6282	4.61637	4.72075	3.5448	4.91646	5.14848	4.97986	4.80604	4.79459	4.6855	4.52726	3.58025	4.56951	4.48676	4.9133	4.46839
DDX24	4.71177	4.37702	4.57751	4.80334	3.95374	4.82173	4.78758	4.95737	4.76781	4.81646	4.58327	4.52173	3.95617	4.58705	4.60016	4.84961	4.42755
RAB2A	4.75809	3.13354	4.72075	4.87373	4.22223	4.71177	4.81799	4.7415	4.87373	4.82412	4.66671	4.73166	3.91771	4.75626	4.63844	4.72075	4.47652
PPP3R1	4.70729	4.27948	4.76078	4.58988	3.81117	4.83305	4.77027	4.80042	4.68116	4.80903	4.76078	4.64112	3.86687	4.79058	4.58569	4.75809	4.53535
PON2	4.80334	3.93812	4.72538	4.71611	5.08307	4.06044	4.10083	4.41202	4.56527	4.71611	4.53281	4.86484	4.8453	4.5759	4.79058	4.32502	4.77027
PAK1	4.70393	3.85863	4.60414	4.65922	2.87717	4.79058	5.15103	5.04527	4.87016	4.8453	4.56714	4.47993	3.55238	4.63279	4.59625	4.86748	4.36136
GJA1	4.45174	2.98737	4.5759	4.39901	5.17755	4.77959	4.10971	4.26817	4.40444	4.56394	4.64719	4.77027	5.06318	4.40054	4.72075	4.36003	5.05272
RPL19	4.6855	4.16541	4.56394	4.77559	4.96088	4.42755	4.27552	4.26599	4.6454	4.63844	4.65632	4.82995	4.8139	4.76562	4.62714	4.42453	4.511
PRKAR1A	4.69095	3.56636	4.54533	4.5981	4.30165	4.80604	4.9383	4.88724	4.82743	4.81799	4.57281	4.50473	3.95121	4.67592	4.63732	4.74835	4.52726
EXOC6B	4.57281	5.05856	4.6529	4.73425	4.76562	4.20422	4.45541	4.35728	4.58327	4.5759	4.55094	4.73709	4.68116	4.66371	4.58327	4.43851	4.43048
ATP6V1A	4.76781	3.01307	4.48676	4.64302	3.37146	4.89388	4.98243	5.02907	4.94123	4.92935	4.66245	4.53648	3.23069	4.61637	4.55536	4.87968	4.3967
DNAJC6	4.72075	3.59271	4.4109	4.74566	4.08302	4.62867	4.86748	4.82743	4.85912	4.77333	4.69392	4.64719	4.26599	4.68116	4.53648	4.7227	4.5079
CTSD	4.54948	3.84103	4.55884	4.56714	4.50116	4.86142	4.55094	4.58569	4.47293	4.53392	4.6454	4.60743	4.62518	4.56394	4.87212	4.64916	4.78462
ATP5H	4.74322	3.80522	4.58569	4.8139	4.14821	4.46165	4.94385	4.86142	4.86748	4.88993	4.72936	4.47293	3.88288	4.68326	4.57281	4.60743	4.38556
CLASP2	4.69392	4.22992	4.43965	4.61861	4.41507	4.48926	4.75809	4.63844	4.81114	4.66671	4.67592	4.73425	4.28321	4.71611	4.64302	4.57751	4.62518
APLP2	4.63554	3.93291	4.64112	4.55536	4.4109	4.80334	4.7415	4.81799	4.6529	4.6895	4.63554	4.48253	4.22063	4.70916	4.62867	4.73166	4.50116
PLD3	4.72797	3.75199	4.60583	4.60743	3.66468	4.75131	4.93211	4.98243	4.5746	4.62395	4.52296	4.50293	4.01946	4.58569	4.75809	4.81114	4.71177
RAPGEF5	4.80903	4.23233	4.48118	4.88993	4.60583	4.41843	4.43295	4.47817	4.72075	4.60016	4.97404	4.55431	4.44071	4.48253	4.5079	4.51424	4.66371
QKI	4.64719	4.01946	4.29447	4.288	5.04887	4.23903	4.27143	4.2722	4.72538	4.49228	4.70541	4.86142	4.53281	4.76781	4.80334	4.31133	4.88993
GSTP1	4.67592	4.0277	4.61287	4.68718	4.67137	4.59089	4.40316	4.20801	4.55884	4.44467	4.511	4.60414	4.87968	4.64112	4.82173	4.61481	4.64916
GRIN1	4.08178	5.36899	4.81646	4.6454	3.87342	4.36866	4.54023	4.74835	4.18489	4.24526	4.55431	4.47071	4.4109	4.52456	4.53535	4.70393	4.8453
EIF3K	4.59089	4.29235	4.67137	4.84773	4.30427	4.52456	4.57751	4.72538	4.67386	4.73425	4.60194	4.55094	4.24983	4.60414	4.66371	4.58172	4.56714
