id	C3_raw	C4_raw	C7_raw	C8_raw	A9_raw	A10_raw	A11_raw	A12_raw	A14_raw	A15_raw
ATRX	5204	9647.019653	12635.90538	9271.039663	7884	7370.008802	8219	9387.011171	9723.857581	7904.628067
KIF1A	38063	61890	66258	51863	35837	34017	47068	47886	60525	60662
AUH	449.888675	1235.758468	1452.913669	941.8624367	853.9519592	880.1144343	851.0372336	900.066005	1186.888208	795
AUP1	473	1190.102823	1128.34766	740	570	510.595122	955	804	762	766
AVP	0	1	1	1	0	4	0	0	0	2
AVPR1A	12	13	18	25	18	13	13	12	25	10
AVPR2	0	4	3	2	3	3	4	2	2	2
AXL	979.6506913	1223	1678.726523	1223.438648	812	844.8300989	1411.179828	1387.7209	1282	1461.689795
AZGP1	77	914	151	73	262	393	225	124	63	145
AZU1	9	1	9	9	9	1	3	8	5	9
B2M	2385	4915	5916	3153	3785	4690	3803	7871	7113	8982
BAAT	48	62	95	65	62	49	46	42	56	39
BACH1	780	1189	1968	1234	1346	1095	1324	1663	1470	1358
BAD	358	881.329227	972.1775548	662.0847444	470	422.981982	542.9870968	720.1582634	729.099114	658
BAG1	452	925	1497	821	870	694	786	955	1099	858
BAGE	5	10	11	7	9	10	8	10	14	8
BAI1	2050	3054	2953.91612	1994	1198	1208	1925	1894	2489	2892
BAI2	4711	6311	10346.04337	7144.775643	3942.722791	3212.011174	4850.013769	5144	5881	6391.013201
BAI3	7633	13063	17420	11313	9201	8267	8417	11192	11785	11079
BAK1	63	96	95	99	55	63	55	114	65	84
BARD1	240	463	559	310	329	232	366	563	585	393
BAX	97	151	243	177	102	98	208	167	249	219
BBS1	1103	1482.753291	1998.894184	1227.527276	1087.644177	1264.526001	1183.873929	1386.681142	1768.848979	1586.156542
BBS2	2811	5240	4904	3945	3593	2939	4448	5622	4446	4166
BBS4	462	876	1085	826.006208	607	658.0291072	569	919.9385585	982	822
BCAT1	827.6853006	1484	3307	2132.902789	2038	1583	1544	1548.013419	2120	1503.783032
BCAT2	280	475	354.9411765	234	156	199	311.0309099	482	328	409
BCHE	84	200	220	94	126	81	179	217	152	184
BCKDHA	386	714	1009	553	544	407	587	671	676	702
BCKDHB	573	943	1472	862	880	733	900	1165	1431	1025
CCND1	314	388	915	325	320	368	335	462	652	590
BCL2	593	845	1090	714	613	709	974	1173	837	882
BCL2A1	3	7	2	3	5	19	4	53	12	12
BCL2L1	851	1893	2130	1621	1201	1033	1636	1683	1428	1448
BCL2L2	1755	2989	5034	3119	2473	2388	2627	2601	2937	2454
BCL3	32	53	40	30	42	24	38	43	49	36
BCL6	856	1625	1195	808	927.030286	950	1579	1667	1531	1156
BCL7A	540	933	1360	813	599	553	728	858	942	907
BCL9	547	903	1129	593	605	583	713	782	959	743
TNFRSF17	15	1	9	6	9	9	13	3	9	10
HCN2	1356	1771	1605	1250	980	811	1641	1417	1914	1645
OPN1SW	19	37	45	43	45	34	48	44	26	26
BCR	3595.153918	5173.993266	6699	4602.878623	2659.048276	2642.081215	3940.127624	4285	4301.124713	5095.99308
BCS1L	195	393	468	304	235	217	318	281	336	340
BCYRN1	4	2	3	1	3	5	1	4	8	7
BDH1	832	921	1337	1255.946283	975	897	803	1120	1176	1178.010061
BDKRB1	0	0	4	3	2	2	0	5	8	3
BDKRB2	2	1	6	2	2	1	0	4	13	6
BDNF	139	167	432	134	165	164	114	172	179	216
CFB	144	220	207	151	88	215	189	226	310	354
BFSP1	76	80	147	111	63	126	51	79	107	149
BGLAP	25	41	40	13	18	21	36	33	40	37
BGN	317	518	525	335	377	354	664	688	769	514
CEACAM1	55	74	63	63	59	63	51	84	99	75
BHMT	49	70	98	61	20	95	44	55	26	48
BICD1	713	1033	1222	756	648	677	884	1033	1111	871
BID	405	778	1099.043698	709.0030231	652	488	828	582	674	621.000797
BIK	8	21	11	19	11	12	15	9	10	8
PRDM1	98	89	111	169	89	74	114	110	126	89
BLK	3	2	2	2	0	3	1	2	3	2
BLM	120	261	326.018354	213	165	152.2173913	224	327	233	234
BLMH	341	688	799.8731655	510	491	384	534	613	657	538
CXCR5	12	7	11	10	14	7	9	17	12	10
BLVRA	353	727	913	584	493	450	553	539	661	527
BLVRB	243	439	645	418.0958148	338.0050755	288	304	456	664	549
BNC1	6	4	5	14	5	3	0	6	2	7
BMI1	984	2603	3398	1769	2292	1639	2718	2440	2378	1873
BMP1	175	401	266	172	153	125	278	263	259	273
BMP2	55	88	148	87	87	55	83	145	89	84
BMP3	28	68	103	50	51	53	63	70	48	47
BMP4	35	77	61	23	46	80	47	19	44	61
BMP5	12	20	18	15	12	50	22	3	12	52
BMP6	9	62	32	29	27	27	48	57	42	15
BMP7	644	739	1267	725	514	573	839	882	792	866.0021964
BMP8B	42	148	80	81	69	45	36	92	103	83
BMPR1A	328.2004018	560.0016382	671.0012264	468.0010148	425.0007279	360	585.1426131	691.4548104	715.015737	490.0326677
BMPR1B	1024	1072	1666	1127	1027	1260	1145	1863	1944	1827
BMPR2	4650	7903	15776.00685	10028.07601	8049.016196	6996	8596.049743	9047	10029	7304.118721
BMX	8	16	20	18	11	43	9	9	26	34
POLR3D	361	789.1290506	803	327.0077279	461.9996373	330	606	563	609	472
BNIP1	114	163	275	156.020642	184	127	189	169.8855507	208	174
BNIP2	594	935	1049	758	737	781	853	1388	1386	1153
BNIP3	732	1455	2497	1439	1335	1511	1165	1252	1227	1271
BNIP3L	2301.479704	4830	8456.397052	5389	5429	5042	4368	5168.371481	6130.551016	5048
BOK	408	1271.045812	1236	588	725.0275816	436	1317.049846	1134	1208	1239.148222
DST	50002.59863	99670.32901	96391.87144	64358.50093	71194.73438	57548.51767	85608.57507	95703.40393	105939.5195	81112.80606
FOXL2	2	4	6	1	3	2	4	4	6	5
BPGM	110	305	443	310	252	281	222	298	347	247
BPHL	174	379	314	278	241	197	155	301	357	228
BPI	0	0	0	1	6	0	1	1	0	0
BRCA1	164	336	373	202	261	241	275	337.8918491	336	391
BRAF	1688	3754	3533	2417	2421	2248	2476	2695	3309	2333
BRCA2	34	68	96	83	102	89	75	120	93	102
BRDT	4	0	12	7	8	2	5	4	11	5
ZFP36L1	602	1394	939	831	733	1181	1051	1159	1401	1435
ZFP36L2	272	554	402	292	303	354	547	622	545	637
BRS3	0	2	1	0	6	2	1	6	0	1
BSG	5903	7699	12147.95804	7837.940299	4745.902733	5185.223594	6931	6272.491798	7716.276644	9994.975674
BST1	27	59	37	33	37	42	46	62	64	91
BST2	115	236	277.9419496	69.03921195	106	129	268	307.9985193	286	267.984127
BTC	26	34	62	46	33	36	24	40	31	27
BTD	254	514	531	336	384	318	370	502	482	429
KLF9	1109	2474	3113	3160	2158	1853	2280	2978	2018	1737
KLF5	55	62	107	77	61	95	95	59	87	95
BTF3	1302	2410	2380	1778	1985	2054	2108	2276	2853	1845
BTG1	40	56	46	35	24	25	61	48	61	50
BTK	37	117	61	69	49	106	122	168	90	135
BTN1A1	7	5	7	2	0	3	4	18	14	8
BUB1	14	31	44	24	44	28	15	49	63	26
BUB1B	24	25	71	30	21	31	34	53	37	56
BYSL	118	154	204.2150615	159	111	96	149	151	161	109
TSPO	93	210	230	134	122	110	233	252	185	306
C1QBP	791.1733617	1865.916393	2223.263801	1653.421755	1439.037337	1136.165386	1491.07145	1588.242062	1654.514791	1394.82685
SERPING1	365	629	615.0021207	468.0077958	365	632	514.0761656	670.9637653	871	808.9337008
C1QA	80	273	55	123	94	220	242	338	250	394
C1QB	209	460	149	307	224	644	655	1028	834	969
C1QC	184	282	136	337	164	332	402	688	525	758
C1R	121	235	299	173	159	285	241	417	494	374
C1S	300	551	690	478	563	589	410	858	976	857
C2	56	91	70	102	57	116	103	120.0074351	103	110
C3	2039	3862	1982	3045	3253.984101	5903.212991	4942.640091	8140.131677	5275	8369.835104
C3AR1	27	99	37	62	78	62	121	138	47	127
C4A	2122	2193	1879	1195	1899	3599	4320	7627	5417	5826
C4B	78	106	76	62.06725749	76	141.0780468	186.9623734	283.2084465	227.144291	282.9362701
C4BPA	22	32	24	19	33	28	28	23	43	38
C4BPB	3	4	3	8	10	3	5	10	6	12
CAPN5	332	640	977	606	437	353	539	527	698	642
C5	534	647	853	493	594	688	530	1006	1015	809
C5AR1	13	36	16	14	15	20	23	53	33	31
C6	5	16	3	4	7	1	5	10	5	2
C7	56	185	113	92	135	311	164	275	371	227
C8A	0	3	1	0	0	0	0	0	0	0
C8G	6	7	4	7	12	2	8	14	10	11
OSGIN2	375	847	1510	874	917	792	951	878	1025	972
C9	3	0	1	0	4	0	0	0	0	0
C11orf2	1135.098764	2203	3142.071243	2096.170222	1326.094944	1252.022603	1553	1850	1938	2229.109977
MRPL49	365	638	809	614	407	413	488	532.0094291	586	604
ZNHIT2	46	73	131	89	70	77	78	87	108	93
MPPED2	295	370	740	436	339	350	285	315	461	392
C11orf9	2191	5082	4281	2992.851301	4510	3344.034862	5410	6387.952672	7526.849602	6632
C11orf10	152	294	407.9816994	264	288	236	258	365	402	435
DAGLA	1107	1674	2415	1723	920	1012	1174	1420	1621	1670
C16orf3	28	31	25	27	12	22	23	26	40	39
FMNL1	506	731	847.7626157	620	337	377.0205882	643	682	754.6940299	759
C18orf1	1066	2161.937869	3922.881398	2074.597909	2114.438439	1744.06509	1804.68932	2079.912276	2488.748992	2342.770695
PTTG1IP	1182.345778	2008.996146	2214.77196	1744.80981	1551.191011	1660.548854	1948.070479	3046.025176	2662.685334	2821.325228
C21orf2	285	393	572	418	284	246	286	416	417	511
TMEM50B	867.9830508	1344.194934	1895.909269	1228.903307	1193.990196	1006	1123.967162	1304	1615.992218	1463.023811
MPPED1	833	1384	2427	1165	915.0509333	745	1335	968	1164	1042
CA1	29	30	37	32	26	21	42	32	70	33
CA2	776	2776	2100.338005	803.9460937	1020	588	2202	1574	2106.978723	2283.121477
CA3	30	54	81	37	37	45	50	62	54	33
CA4	179	244	402	415	127	127	155	258	244	285
CA5A	0	8	6	4	1	14	2	1	15	1
CA7	127	195	243	189.7142857	124	78	146	132	156	165
CA8	346	392	608	273	414	293	490	570	552	394
CA9	4	8	15	6	4	0	5	7	0	10
CA11	2193	3429	6120	4031	2230	2168	2449	2591	3067	3176
CA12	53	35	71	48.16803413	55	30	66	56	103	72
CACNA1A	4436.562714	5753.917808	6046.501762	4359.673435	2834.921222	3536.279837	4563	4849	5049.230892	4837.812673
CACNA1B	4873.061204	6344	6603	4984.950502	3385	3595.035131	4811	5072.029559	5179.158603	5394.872036
CACNA1C	3668	5023.136364	5073.099237	4329.480993	3057	3226.136364	3942.179688	3961.040341	4183.108737	4136.396307
CACNA1D	2034.778682	3031.666667	3183.662667	2273.431373	1832.011988	1993.357143	2321.656102	2355.612607	2601	2268.565217
CACNA1E	4742.400494	8431.387716	11409.23549	8025.769014	5383	5116.949153	6853	6364.357123	6957.316342	6758.196382
CACNA1F	29	60	100	44	30	28	39	49	48	48
CACNA1S	16	44	81	46	47	12	26	34	21	48
DDR1	1998.298068	3276	4046.123105	2701	2953	2090	3315.035577	5191	5837.970698	4203.957464
CACNA2D1	3679.979275	7799.964349	10952.16625	6445.86556	6228.011011	5067.094987	6208.983264	5904.872313	6444	4697
CACNB1	1584.921149	2345.914339	4318.782841	2494.62032	1829.847456	1850.943013	1980.903052	2128.947743	2220.934045	2429
CACNB2	1411.009905	2353.006488	3255.415307	2365	1725	1718	1851	1776	2235	1750
CACNB3	872	1410	1902.214734	1084.071	784	640	993	1046	1384	1010
CACNB4	1980.956796	3917.934007	6608.841845	4085.656608	3433.956557	3259.009969	3118.93122	3016.777235	3672.019262	2825.705416
CACNG1	2	5	3	8	1	4	0	6	5	1
SLC25A20	203	340	316	283	185	194	324	343	289	352
CAD	899.0044845	1628	1495	1038	930.0213199	818	1220	1374	1507	1271
CALB1	402	696	1412	810	620	594	796	494	320	320
CALB2	163	488.8743917	979.8816569	546	402.032135	583.9319136	402	380	425	488
S100G	4	4	0	1	2	4	0	3	2	2
CALCA	4	5	3	2	1	3	3	4	2	0
CALCB	0	1	5	0	4	3	0	0	0	3
CALCR	1	7	26	7	1	8	8	3	4	4
CALD1	957	1477	1526	1406	1143	1087	1786	1866	1807	1370
CALM1	31593.12552	53183.43202	99791.18523	65530.55111	45053.32755	40446.78332	51405.35512	52194.21735	57795.27861	46613.12429
CALM2	9992.143204	21144.77253	32910.63564	20320.24071	22169.6437	19558.5916	19262.94292	22085.14319	22583.8125	18202.36105
CALM3	10347.9905	16865.97733	28329.94452	18051.96824	11951.95816	10602.56523	14026.8657	13546.66721	18346.73577	13350.97078
CALML3	3	3	4	3	0	1	4	5	2	7
CALR	2934	5653.997947	7260.01095	3972.532407	3221.324317	3329.752397	4417.182173	4201.259421	5842.648943	6106.266261
CALU	697.0018599	1277	1718.003129	1082.920128	1129.001726	905.9210526	1204.947826	1522.873812	1428.886486	1189
CAMK4	987	1601	3516.98129	1967.861966	1210	1294.054431	1036	1440	1551.852707	1521
CAMK2A	32600	51114	64082	49452	25215	25776	38756	33315	37304	41900
CAMK2B	5827.0422	11221.50505	14328.01315	9796.226417	5994.626458	5369.513254	8092.345443	7743.301935	8712.223244	8050.816883
CAMK2D	2259.623457	4824	7809.68	5117	4011	3419.892989	3741.445833	4499.606509	4831.664311	4393.576132
CAMK2G	5331.819615	11778.58048	14993.79321	9798.082727	7449.493616	7214.899381	9018.484336	7874.4987	9971.089652	9003.937091
CAMLG	546.7714286	1110.025084	1688.934584	1265.351033	1008	1016.339022	872.0210894	865.0128884	1188.600537	996.0026772
CAMP	1	0	0	0	1	0	2	0	0	0
CANX	8750.147912	16440.39944	23773.82738	15713.84746	14763.70102	15140.16314	15125.70988	18063.80467	19540.31479	16718.68536
CAPG	120.0422077	305.8972661	198	290.8414303	347.8218602	261	265	534	430	638
CAPN1	1022	2254.990868	2832.91323	2001.276282	1524.852439	1258.967735	1841.135567	1777	2210.97759	1972.959571
CAPN2	2397.166555	4436.105646	3337.756886	2268.892871	2528.980583	2170	3466	3505.016157	3512	3438
CAPN3	1635	3206	4011.134808	2025.695599	3217	2038.007224	2939	4312	4198	3943
CAPNS1	1245	2530	3815	2625	2049	1995	2195	2234	3120	2311
CAPN6	0	0	2	0	0	0	0	3	2	0
CAPS	102	231	149	123	178	151	202	198	143	444
CAPZA1	1097	2203	2638	1648	2079	1694	1703	2192	2709	1837
CAPZA2	1627.947774	3763.606172	6608.838423	4260.404863	3901.58273	3601.230358	3312.915255	3937.883396	4338.975098	3277.770308
CAST	2653.97045	5732.826794	5242.162193	3379.136824	4744.366874	3197.383932	4027.878993	4396.239565	5215.657516	4833.274727
CAPZB	1319.305525	1939.996183	2915.937746	1801.168495	1451.276324	1562.893284	1787.047501	2275.128589	2595.484729	2213.939709
CARS	652.0398109	1454	2234.09451	1501.95167	1073.977778	867.0799774	1211	1443.954468	1484	1133
CASP1	19	62	61.71090744	16.49265792	63.00126125	43.14285714	61	147.9090909	83	54.00681192
CASP2	264	458	443	324	325	326	377	423	455	396.9285714
CASP3	216	411.0180471	625.8123182	373	390	315	369	475	513.9333333	418
CASP4	36	144	53	22	46	83	62	145	105	88
CASP5	2	10	3	0	3	13	3	21	21	6
CASP6	47	108.0017505	86	47	60.00220012	62	101.8571429	96.0105858	103	48
CASP7	195	218	190	146	147	149	227	340	222	260
CASP8	98	125	103	142.4420866	76	96	109	177	114	166
CASP9	261	454	494.9574468	301	250	252	339	434.6944444	505	403
CASP10	84	117.0054418	160	71	100	109	128	147.8181818	174.8947368	140
CASQ1	191	686	1184	733	495	445	352	368	356	316
CASQ2	21	22	60	15	17	40	39	22	50	52
CASR	0	0	3	0	0	1	0	2	0	2
CAT	837	1861	1689	913	929	927	1451	1633	760	1564
CAV1	101	113	241	209	206	197	73	300	159	383
CAV2	121	129	299	297	203	209	94	297	208.013107	462
CAV3	3	6	3	4	3	3	6	3	2	1
RUNX2	103	226	179	158	219	122	191	227	198	158
RUNX1	90	123	59	160	73	105	204	330	143	150
RUNX1T1	722.2106667	887	1291.180152	735.0959043	568	668	884.5064935	988.1544287	1107	1033
CBFA2T3	131	192	151.0025929	94	75	104	160	153	190	234
RUNX3	6	20	7	3	16	12	10	5	14	23
CBFB	446	741	721	658	737	705	751	1142	921	921
CBL	1305	2558	3336	1859	1801	1783	2710	2067	2366	1869
CBLB	380.0226759	655.0484023	665	475	511.0235414	478	550	636	656	616
CBLN1	28	58	71	49	28	30	33	28	53	37
SERPINH1	107	249	158.0993565	61	101	62	190	158	251	210
CBR1	547	2248	2005	1403	1610	1162	1802	1921	2216	1842
CBR3	46	109	90	108	52	91	71	89	164	145
CBS	1376	2913.125978	1974.000143	1998.701717	1259.000068	1152.00003	1823.000041	2085.056283	2074.980837	2616.000185
CCIN	0	6	9	4	9	8	4	4	12	6
CCBL1	639	1361.35692	965	730.0267496	597	479	830	850.1103918	936	837
CCK	1054	3356	6199	3406	1872	1587	2456	1859	2322	2441
CCKAR	3	6	11	3	2	4	4	9	5	2
CCKBR	75	94	213	64	73	58	66	78	71	125
KRIT1	1782.012019	3571.001029	3322	2152	2595.845259	2027.605252	2724	3211.089146	3217.72563	2388.015887
CCNA2	155	295	228	100	137	91	226	172	191	151
CCNB1	76	226	422.8982881	212.9428571	179	158.0333256	203	179	207	215.8473037
CCNC	575	961.957184	1908	1195.808925	1205.966612	1037	1093.969589	1155	1356	1153
CCND2	2962	4432	10364	5509	4863	3900	3457	4487	5739	5478
CCND3	552	1014.994146	1208.155681	871	533	625	956.9933993	863.3852552	914.1348632	1001.991968
CCNE1	63	153.0189255	167	112	118	58	114	101	113	87
CCNF	207	338	422	304	209	210	325	237	332	310
CCNG1	701	1225	1428.005335	781	1052	925	1315	1304	1486.078079	1047.989796
CCNG2	755	1277	1970	1473	1209	1129	1279	1334	1259	1452
CCNH	1490.010022	2447	3197.006795	2452.191403	2103	2195	2004	2919.892857	2858.949386	2634.00507
CCNT1	535.0057978	995	1153.250659	696	742	648	821	1028.004661	1050.001601	813.278238
CCNT2	1021	1816	2513.936777	1806.85948	1558	1649	1507.9632	2027	2152	2231
CCT6A	1303	3216	4415	2962	2889.006933	2712.187163	2873	2928.119733	3464	2349
CD1D	5	16	9	3	0	11	3	9	9	5
CD1E	0	0	0	0	0	0	0	0	0	0
CD2	5	2	3	1	1	1	2	6	8	5
CD3D	0	2	0	0	8	0	0	2	2	0
CD3E	0	0	10	1	4	0	0	5	0	8
CD3G	0	3	8	0	2	0	0	1	0	4
CD247	10	47	37	28	32	10	18	33	36	27
CD4	136	243	198	184.7059817	182	188	234	207	203	289
CD5	27	52	41	41	25	32	19	62	44	42
CD5L	0	0	0	0	0	0	2	2	0	3
CD6	15	51	75	35	7	18	13	22	59	27
CD7	0	1	0	1	2	1	2	1	2	6
CD8A	16	47	68	40	33	24	37	42	47	45
CD8B	4	4	11	5	3	8	9	5	10	9
CD9	525	1450	1792	1142	1603	1130	1376	2493	2939	2096
CD14	63	161	99	143	92	240	159	463	444	253
CD19	0	0	0	0	3	2	0	0	0	6
MS4A1	3	1	0	1	4	3	3	1	0	2
MS4A3	0	1	0	2	0	1	0	0	1	0
CD22	573	1358	1003	340	1032.95	461.9565217	1431.3124	1482.381093	1058	1125.658607
CD27	76	77	98	67	84	80	89	105	125	98
CD28	2	1	9	2	1	4	0	3	6	7
CD80	26	19	18	6	11	20	13	27	18	18
CD86	28	104	24	65	60	90	112	109	62	98
TNFRSF8	3	0	1	0	0	3	9	0	3	4
TNFSF8	3	16	9	5	13	21	18	23	8	9
CD33	19	38	10	25	21	21	33	61	29	28
SIGLEC6	0	2	4	3	3	10	2	0	0	5
CD34	265	590	300	164	282	228	392	692	686	293
CD36	24	47	37	50	31	31	23	35	21	24
SCARB1	564.0005608	996	1271.051275	657	674	680.0618089	858	769.0003631	918.0006838	1074.001069
SCARB2	3873	9182	11984	8830	9579	7935	8050	10942	12536	9496
CD37	40	89	53	32	46	37	84	67	62	76
CD38	60	83	400.2768756	182	191	164	51	289	261	209
ENTPD1	1039	1713	2289	1415	1395	1290	1690	1753	1921.02585	1608
ENTPD2	172	188	174	94	86	100	141	252	229	168
ENTPD6	1917.845122	4310.121319	5311.147919	4248.015262	2476.015941	2599.043147	2648.308394	2892.984914	3396.404091	3317.757479
ENTPD3	326	740	921	816	562	503	626	674	683	563
ENTPD5	218	248	429	290	335	310	248	416	486	394
CD40	58	113	65	26	45	35	68	98	88.38461538	106
CD40LG	7	6	2	13	3	4	2	9	4	4
CD44	332	677	495	361	936	645	1078	2455	3076.971149	1133
CD47	3807.494267	6197.273721	13339.05107	8467.041742	7434.388852	7057.604949	6349.441075	7689.908203	8605.052643	7419.128204
CD48	2	2	3	1	5	0	3	5	7	2
CD53	207.7555981	479	207.2365139	389	264	347	501.0049252	591.9019598	355.84376	475
CD58	69	92	45	52	55	64	81	138	112	80
CD59	3014	6473	6493	5059	3893	4443	5193	6065	5758	5193
CD63	1448	2838	3484	2139	1899	1866	2279	2948	3290	3038
CD68	116	278	167	152	178	220	334	402	280	343
CD69	3	15	13	4	30	37	3	28	18	52
CD70	1	0	1	0	0	0	0	0	0	0
CD72	29	37	34	29	24	30	46	32	43	44
CD74	1089	2840	1481.863733	1369	1398	2954	2713.047871	3388.992278	2838.002072	5899.765851
CD79A	1	1	2	3	1	0	0	0	1	5
CD79B	9	3	5	4	7	5	4	0	5	4
CD81	2386	4230	4933	3793	2838	2677	4181	5692	5697	5416
CD97	113	216	236	212	237	195	177	398	323	397.7454721
CD151	150	397	384	234	192	209	269	417	467	389.8314964
CDA	5	15	1	11	2	9	36	15	9	9
CDC2	2	31	42	31	17	28	23	8	18	25
CDC2L1	272	560	455	363	262	243	325	451	437	412
LRBA	2980.150891	5625	6411.926664	3586	3595	3210	4415	4966.050815	5344.976206	4534
CDC5L	1403	2915.123817	3299.084363	2019.961783	2244	2051.989103	2211.046654	2243	2634	2161
7-Sep	4520.000503	8013	13654.05852	7203	9122.165627	7762	7599.106176	11308	12860.02844	9846.054517
CDC6	108	184	167	136	88	90	154	94	133	110
CDC20	13	18	21	22	22	11	32	45	37	38
CDC25A	23	37	61	38	22	18	55	52	48	17
CDC25B	886.9666412	1479.972814	1456.30517	835.8513248	745	691	1123.013062	1165	1235.970542	1323.690961
CDC25C	31	44	44	34	25	10	36	40	32	32
CDC27	2060.037456	3926	4994.012432	3590	3512	3227.04045	3382	3980.950207	4110	2720
CDC34	480.0165753	851	1103	738	458	407	672	619	835	836
CDC42	710	1369.595729	2494.383472	1548	1502.597756	1248.823667	1211	1652	1903.875	1528
CDH1	105	187	235	81	193	126	124.0120317	291	228	317
CDH2	2011	3827	5614	3291	2587	2477	2977	3390	3180	3043
CDH3	107	221.0105793	192	215	137	97	95	201	178	131
CDH4	397	544	781	456	279	270	327	487	629	683
CDH5	238	356	348	244	258	256	294	833	645	479
CDH6	441	743	1305	661	627	549	613	789	846	518
CDH7	113	313	474	322	313	252	267	231	324	256
CDH8	662	1624	2745	1701	1079	1184	1172	1115	1082	969
CDH9	708	1320	1792	979	649	707	798	1038	1048	798
CDH10	1153	2681	3188	2048	1566	1445	1733	1992	1749	1668
CDH11	893	1297	2117	1170	953	943	1290.068507	1619	1666	1648
CDH12	516	963	1473	963	678	644	594	735	981	637
CDH13	1055	2713	3735	3008	2235	2089	2232	1883	1936	1705
CDH15	2	2	0	0	1	3	2	2	0	2
CDH16	0	1	0	1	0	0	0	0	5	0
CDH17	16	11	17	18	15	13	4	24	27	11
CDH18	1686	3459	3461	3196	2121	2098	2525	2483	2454	2176
CDK2	36	99	65	20.30031237	64	52	78.60552755	68	105	48
CDK3	65	105	94	60	51	68	84	104	94	117
CDK4	244	441	689	336	345	307	456	609	600	502
CDK5	562	1654	2286.597005	1426	1085	859	1161.643842	949	1170	905
CDK6	845	1467	1437	1137	1102	771	1579	1959	1539	1442
CDK7	249	550.7260574	615	347	377	360	381	408	506	312
CDK8	379.0223268	727	1030	484.861397	544	425	584	644	600	490
CDK9	1131	2049	1765	1355	935	930	1362	1731	1741	1555
CDKN1A	89	261	95	81	168	110	168	227	579	128
CDKN1B	863.9455782	2152	3033	1641.074911	1855	1425	1896	2025	2221.981538	2148.965517
CDKN1C	140	845	451	280	524	382	618	439	604	551
CDKN2A	13	23	20	21	15	5	18	21	39	58
CDKN2B	55	56	96	79	60	46	72	119	110	151
CDKN2C	89	195	143	100	147	100	136	184	184	161
CDKN2D	310	599	757	496	314	309	415	385	429	429
CDKN3	41.02554003	70	101	65.01916381	80.87390138	82.69723303	46	48	76	39
CDO1	450	870	1221	709	768	682	727	664	886	682
CDR1	51673	60863	47213	34650	35410	32307	70195	61619	88675	48279
CDR2	214	542	675	512	365	393	362	361	498	398
CDS1	510	834.3808012	1648.45606	920.4967859	737	857.6209003	990	739	791.9545455	848
CDSN	6	7	7	5	2	9	2	20	6	7
CD52	6	19	19	12	8	4	15	9	7	11
CDX1	4	6	5	3	2	7	4	3	0	4
CLGN	140	338.8888889	518	367.746824	357.0211744	339	247.0109706	217.7941482	366	291
CEBPA	101	176	188	128	109	131	145	158	143	304
CEBPB	128	275	151	151	126	134	274	321	187	181
